opportunity_id,account_id,opportunity_name,created_date,close_date,stage_name,amount,probability,expected_revenue,owner_id,lead_source,primary_campaign_id,forecast_category,next_step,days_in_current_stage,is_stale
OPP001328,ACC000174,Vertex Markets 10 - CRM Cleanup,2026-02-17,2026-06-03,Discovery,586595,0.25,146648.75,USR000007,Outbound,CMP000024,Pipeline,No next step logged,51,True
OPP001329,ACC000595,Bright Software 68 - Lead Routing,2026-03-03,2026-08-04,Closed Won,490530,1.0,490530.0,USR000014,Event,CMP000036,Closed,,22,False
OPP001330,ACC000333,Keystone Works - HubSpot-SFDC Integration,2026-01-26,2026-06-01,Closed Lost,208172,0.0,0.0,USR000014,Referral,CMP000027,Closed,,6,False
OPP001331,ACC000201,Clearpath Data 6 - Lifecycle Redesign,2025-10-31,2025-12-25,Discovery,18207,0.25,4551.75,USR000005,Webinar,CMP000009,Best Case,Send proposal,12,False
OPP001332,ACC000064,Vertex Systems - Reporting Build,2025-09-06,2026-01-16,Closed Lost,98534,0.0,0.0,USR000022,Webinar,CMP000026,Closed,,51,False
OPP001333,ACC000131,Bright Cloud 66 - Lifecycle Redesign,2026-02-19,2026-07-24,Demo,72121,0.4,28848.4,USR000005,Webinar,CMP000034,Pipeline,Technical scoping,48,True
OPP001334,ACC000436,Vertex Dynamics 39 - Lead Routing,2026-05-19,2026-10-10,Prospecting,650000,0.1,65000.0,USR000007,Organic Search,CMP000032,Pipeline,Send proposal,21,False
OPP001335,ACC000387,Apex Dynamics - CRM Cleanup,2026-05-21,2026-09-12,Demo,210424,0.4,84169.6,USR000022,Direct,CMP000017,Best Case,Legal review,14,False
OPP001336,ACC000298,Signal Networks - Reporting Build,2025-08-10,2025-12-08,Demo,323764,0.4,129505.6,USR000014,Outbound,CMP000036,Best Case,No next step logged,17,True
OPP001337,ACC000207,Meridian Works - RevOps Retainer,2026-05-10,2026-09-22,Proposal,397169,0.6,238301.4,USR000007,Event,CMP000034,Pipeline,Send proposal,31,False
OPP001338,ACC000059,Signal Ops - HubSpot-SFDC Integration,2026-06-09,2026-08-07,Prospecting,30018,0.1,3001.8,USR000021,Partner,,Best Case,Send proposal,50,True
OPP001339,ACC000193,Nova Networks 81 - Reporting Build,2026-03-27,2026-08-02,Prospecting,38920,0.1,3892.0,USR000011,Referral,CMP000014,Pipeline,Send proposal,19,False
OPP001340,ACC000360,Clearpath Group 57 - CRM Cleanup,2025-01-21,2025-06-16,Closed Won,66680,1.0,66680.0,USR000005,Paid Search,CMP000015,Closed,,35,False
OPP001341,ACC000300,Apex Solutions - Reporting Build,2025-06-17,2025-07-14,Closed Won,45739,1.0,45739.0,USR000014,Outbound,CMP000011,Closed,,34,False
OPP001342,ACC000091,Meridian Group - Reporting Build,2025-03-17,2025-04-24,Discovery,5394,0.25,1348.5,USR000010,Paid Search,CMP000009,Commit,Legal review,46,True
OPP001343,ACC000172,Keystone Data 31 - CRM Cleanup,2025-01-09,2025-04-30,Proposal,24013,0.6,14407.8,USR000009,Paid Search,CMP000012,Best Case,Legal review,62,True
OPP001344,ACC000607,BluePeak Ops 21 - Lead Routing,2025-03-21,2025-08-17,Prospecting,41816,0.1,4181.6,USR000014,Outbound,CMP000012,Commit,Send proposal,20,False
OPP001345,ACC000498,Keystone Platform 46 - CRM Cleanup,2026-02-16,2026-05-22,Proposal,50829,0.6,30497.4,USR000018,Webinar,CMP000028,Pipeline,No next step logged,69,True
OPP001346,ACC000636,BluePeak Ops 63 - Reporting Build,2026-03-26,2026-04-23,Prospecting,11061,0.1,1106.1,USR000019,Partner,CMP000016,Best Case,Send proposal,24,False
OPP001347,ACC000034,Atlas Data - Lead Routing,2026-05-17,2026-08-30,Prospecting,106945,0.1,10694.5,USR000022,Outbound,CMP000015,Pipeline,Executive follow-up,15,False
OPP001348,ACC000297,Northstar Systems 96 - RevOps Retainer,2025-11-28,2026-01-31,Discovery,59787,0.25,14946.75,USR000022,Event,CMP000003,Best Case,Send proposal,34,False
OPP001349,ACC000538,Northstar Markets 65 - Lead Routing,2025-04-09,2025-08-27,Closed Won,112279,1.0,112279.0,USR000009,Event,CMP000012,Closed,,22,False
OPP001350,ACC000042,Nimbus Networks - Lifecycle Redesign,2025-04-27,2025-06-09,Discovery,43106,0.25,10776.5,USR000019,Partner,CMP000029,Commit,Technical scoping,23,False
OPP001351,ACC000382,Catalyst Works 16 - CRM Cleanup,2025-03-18,2025-07-29,Discovery,294724,0.25,73681.0,USR000011,Webinar,,Pipeline,Send proposal,32,False
OPP001352,ACC000453,Catalyst Solutions 70 - Reporting Build,2025-03-27,2025-07-17,Demo,60892,0.4,24356.8,USR000011,Organic Search,CMP000026,Best Case,Send proposal,3,False
OPP001353,ACC000181,Northstar Cloud - CRM Cleanup,2026-04-27,2026-09-12,Closed Won,75141,1.0,75141.0,USR000010,Direct,CMP000002,Closed,,59,False
OPP001354,ACC000110,Cobalt Dynamics 35 - Lead Routing,2025-08-30,2025-12-04,Proposal,107606,0.6,64563.6,USR000009,Direct,CMP000036,Best Case,Send proposal,29,False
OPP001355,ACC000441,Catalyst Intelligence 52 - CRM Cleanup,2025-10-30,2026-01-26,Closed Won,88988,1.0,88988.0,USR000021,Direct,CMP000030,Closed,,31,False
OPP001356,ACC000621,Signal Labs 78 - Reporting Build,2025-03-31,2025-06-01,Closed Lost,207087,0.0,0.0,USR000011,Paid Search,CMP000012,Closed,,27,False
OPP001357,ACC000110,Cobalt Dynamics 35 - Reporting Build,2025-01-06,2025-06-24,Proposal,44986,0.6,26991.6,USR000014,Outbound,CMP000035,Commit,Send proposal,29,False
OPP001358,ACC000324,Atlas Cloud - Lead Routing,2025-08-20,2025-11-06,Prospecting,157135,0.1,15713.5,USR000009,Organic Search,CMP000035,Pipeline,Schedule discovery,8,False
OPP001359,ACC000285,Signal Dynamics - Lead Routing,2026-06-09,2026-09-28,Demo,28399,0.4,11359.6,USR000021,LinkedIn,CMP000026,Commit,Schedule discovery,60,True
OPP001360,ACC000529,Atlas Intelligence 88 - Reporting Build,2025-05-12,2025-06-30,Closed Lost,5231,0.0,0.0,USR000018,Partner,CMP000023,Closed,,23,False
OPP001361,ACC000639,Nimbus Networks 72 - HubSpot-SFDC Integration,2025-08-24,2025-09-08,Closed Lost,16742,0.0,0.0,USR000009,Organic Search,CMP000003,Closed,,22,False
OPP001362,ACC000508,Signal Health 89 - Reporting Build,2025-11-11,2026-02-17,Demo,172990,0.4,69196.0,USR000014,Paid Search,CMP000016,Commit,No next step logged,40,True
OPP001363,ACC000144,Meridian Markets - Reporting Build,2026-01-24,2026-04-20,Closed Won,29014,1.0,29014.0,USR000021,Partner,CMP000036,Closed,,14,False
OPP001364,ACC000401,Keystone Software - Reporting Build,2025-08-06,2025-11-08,Closed Won,81119,1.0,81119.0,USR000011,Paid Search,CMP000024,Closed,,28,False
OPP001365,ACC000423,BluePeak Intelligence - Lifecycle Redesign,2025-07-08,2025-11-21,Closed Won,255096,1.0,255096.0,USR000022,Content Download,CMP000005,Closed,,38,False
OPP001366,ACC000405,Apex Group 17 - Reporting Build,2025-09-02,2026-03-18,Prospecting,61111,0.1,6111.1,USR000007,Referral,CMP000028,Best Case,No next step logged,13,True
OPP001367,ACC000242,Meridian Intelligence 67 - HubSpot-SFDC Integration,2026-01-03,2026-05-05,Discovery,21809,0.25,5452.25,USR000009,Partner,CMP000025,Commit,Legal review,34,False
OPP001368,ACC000589,Nimbus Analytics 95 - Lead Routing,2026-05-14,2026-07-22,Closed Won,199714,1.0,199714.0,USR000014,Outbound,CMP000028,Closed,,18,False
OPP001369,ACC000552,Evergreen Group 93 - RevOps Retainer,2025-01-11,2025-05-12,Demo,164899,0.4,65959.6,USR000019,Webinar,CMP000032,Pipeline,Legal review,91,True
OPP001370,ACC000554,Pioneer Markets - Lifecycle Redesign,2025-03-29,2025-07-08,Demo,61633,0.4,24653.2,USR000009,Event,CMP000006,Best Case,No next step logged,37,True
OPP001371,ACC000616,Pioneer Platform 96 - RevOps Retainer,2025-10-16,2026-03-17,Discovery,210326,0.25,52581.5,USR000009,Event,,Pipeline,Legal review,20,False
OPP001372,ACC000542,Cobalt Works 67 - Lifecycle Redesign,2025-04-15,2025-06-09,Proposal,17017,0.6,10210.2,USR000007,Event,CMP000018,Pipeline,Legal review,13,False
OPP001373,ACC000555,Keystone Systems 68 - RevOps Retainer,2026-01-07,2026-04-10,Demo,200762,0.4,80304.8,USR000021,Partner,CMP000027,Best Case,Executive follow-up,90,True
OPP001374,ACC000274,Evergreen Intelligence - Lead Routing,2026-05-26,2026-08-24,Discovery,172674,0.25,43168.5,USR000005,Direct,CMP000032,Commit,Schedule discovery,39,False
OPP001375,ACC000612,Signal Systems - HubSpot-SFDC Integration,2026-05-12,2026-06-26,Prospecting,10446,0.1,1044.6,USR000023,Content Download,CMP000002,Best Case,No next step logged,5,True
OPP001376,ACC000295,Apex Works 74 - CRM Cleanup,2025-03-19,2025-06-09,Prospecting,23135,0.1,2313.5,USR000007,Paid Search,CMP000029,Best Case,Legal review,18,False
OPP001377,ACC000351,Cobalt Analytics 36 - HubSpot-SFDC Integration,2025-11-30,2025-12-21,Prospecting,34439,0.1,3443.9,USR000009,LinkedIn,CMP000010,Commit,Technical scoping,26,False
OPP001378,ACC000611,Catalyst Analytics 38 - CRM Cleanup,2026-05-19,2026-06-28,Proposal,55994,0.6,33596.4,USR000005,Content Download,CMP000033,Commit,Schedule discovery,27,False
OPP001379,ACC000643,Meridian Software - RevOps Retainer,2025-05-28,2025-10-09,Proposal,181275,0.6,108765.0,USR000022,Partner,CMP000035,Best Case,No next step logged,87,True
OPP001380,ACC000229,BluePeak Systems - RevOps Retainer,2025-07-12,2025-09-29,Discovery,68190,0.25,17047.5,USR000007,Webinar,CMP000005,Best Case,No next step logged,38,True
OPP001381,ACC000414,Evergreen Networks 99 - Lifecycle Redesign,2025-06-12,2025-10-07,Closed Lost,225520,0.0,0.0,USR000005,Outbound,,Closed,,34,False
OPP001382,ACC000091,Meridian Group - Reporting Build,2025-06-29,2025-08-19,Negotiation,36133,0.75,27099.75,USR000009,Organic Search,CMP000016,Best Case,No next step logged,7,True
OPP001383,ACC000416,Keystone Platform 12 - HubSpot-SFDC Integration,2025-05-29,2025-06-26,Closed Won,12634,1.0,12634.0,USR000027,Organic Search,CMP000021,Closed,,20,False
OPP001384,ACC000209,Vertex Analytics 84 - Reporting Build,2025-04-30,2025-07-05,Demo,10288,0.4,4115.2,USR000009,Referral,CMP000029,Commit,Technical scoping,49,True
OPP001385,ACC000027,Meridian Systems - RevOps Retainer,2025-12-17,2026-05-15,Proposal,65748,0.6,39448.8,USR000019,Outbound,CMP000028,Commit,Legal review,19,False
OPP001386,ACC000101,Bright Labs 72 - Lifecycle Redesign,2025-06-15,2025-09-11,Discovery,53377,0.25,13344.25,USR000010,Event,CMP000036,Commit,Executive follow-up,38,False
OPP001387,ACC000070,Catalyst Solutions 58 - Lead Routing,2025-01-22,2025-03-23,Negotiation,91384,0.75,68538.0,USR000014,Direct,CMP000034,Commit,Executive follow-up,38,False
OPP001388,ACC000098,Summit Networks 26 - Reporting Build,2025-01-11,2025-04-04,Prospecting,18108,0.1,1810.8,USR000022,Event,CMP000006,Commit,Send proposal,20,False
OPP001389,ACC000135,Ironwood Labs - RevOps Retainer,2026-05-29,2026-08-12,Proposal,10813,0.6,6487.8,USR000019,Paid Search,CMP000034,Best Case,Send proposal,18,False
OPP001390,ACC000292,Apex Networks 54 - Lifecycle Redesign,2025-05-18,2025-09-09,Demo,108135,0.4,43254.0,USR000011,Event,CMP000035,Pipeline,No next step logged,15,True
OPP001391,ACC000098,Summit Networks 26 - RevOps Retainer,2026-02-28,2026-05-10,Closed Won,10035,1.0,10035.0,USR000010,Webinar,CMP000029,Closed,,52,False
OPP001392,ACC000199,Nova Cloud 58 - CRM Cleanup,2025-01-18,2025-05-18,Demo,98504,0.4,39401.6,USR000010,Outbound,CMP000034,Pipeline,Legal review,23,False
OPP001393,ACC000340,Summit Health 69 - CRM Cleanup,2026-06-05,2026-10-24,Prospecting,189716,0.1,18971.6,USR000019,Outbound,CMP000020,Pipeline,Schedule discovery,26,False
OPP001394,ACC000412,Bright Dynamics 65 - HubSpot-SFDC Integration,2026-06-06,2026-09-26,Proposal,46778,0.6,28066.8,USR000027,Paid Search,CMP000035,Best Case,Legal review,53,True
OPP001395,ACC000331,Clearpath Health - RevOps Retainer,2026-03-13,2026-05-18,Closed Lost,9917,0.0,0.0,USR000022,Outbound,CMP000021,Closed,,6,False
OPP001396,ACC000548,Bright Health 59 - CRM Cleanup,2025-11-02,2026-02-02,Closed Won,650000,1.0,650000.0,USR000023,Referral,CMP000018,Closed,,45,False
OPP001397,ACC000073,Evergreen Data - Lead Routing,2025-08-30,2025-10-24,Closed Won,16441,1.0,16441.0,USR000022,Organic Search,CMP000018,Closed,,24,False
OPP001398,ACC000452,Apex Solutions 9 - Lead Routing,2025-08-29,2026-01-29,Prospecting,127618,0.1,12761.8,USR000023,Organic Search,CMP000005,Best Case,Send proposal,4,False
OPP001399,ACC000320,Atlas Cloud 86 - HubSpot-SFDC Integration,2025-04-23,2025-05-08,Closed Won,239370,1.0,239370.0,USR000014,Partner,CMP000034,Closed,,38,False
OPP001400,ACC000430,Clearpath Intelligence 77 - Lead Routing,2025-07-28,2026-01-07,Demo,61510,0.4,24604.0,USR000010,Partner,CMP000008,Pipeline,Technical scoping,39,False
OPP001401,ACC000273,Summit Cloud - CRM Cleanup,2026-01-25,2026-06-21,Prospecting,71423,0.1,7142.3,USR000021,Outbound,CMP000004,Commit,Technical scoping,54,True
OPP001402,ACC000586,Northstar Systems - CRM Cleanup,2026-04-02,2026-05-11,Closed Won,9455,1.0,9455.0,USR000014,Organic Search,CMP000009,Closed,,6,False
OPP001403,ACC000011,Ironwood Analytics - Lead Routing,2025-06-12,2025-11-22,Discovery,142818,0.25,35704.5,USR000022,Partner,CMP000005,Commit,No next step logged,29,True
OPP001404,ACC000156,Bright Works - HubSpot-SFDC Integration,2026-04-15,2026-07-23,Prospecting,5000,0.1,500.0,USR000011,Direct,CMP000035,Best Case,Send proposal,39,False
OPP001405,ACC000504,Catalyst Markets - Lifecycle Redesign,2026-05-20,2026-10-14,Proposal,650000,0.6,390000.0,USR000005,Outbound,CMP000009,Pipeline,Executive follow-up,24,False
OPP001406,ACC000109,Ironwood Works - Lead Routing,2025-10-18,2025-12-23,Negotiation,5000,0.75,3750.0,USR000022,Event,CMP000005,Best Case,Legal review,25,False
OPP001407,ACC000412,Bright Dynamics 65 - Lifecycle Redesign,2025-05-18,2025-09-18,Discovery,107802,0.25,26950.5,USR000023,Paid Search,CMP000007,Pipeline,Send proposal,11,False
OPP001408,ACC000151,Cobalt Cloud 98 - Lead Routing,2025-05-26,2025-09-23,Discovery,276919,0.25,69229.75,USR000007,Event,CMP000015,Commit,Executive follow-up,36,False
OPP001409,ACC000497,Vertex Networks 78 - RevOps Retainer,2025-03-30,2025-07-06,Closed Lost,46621,0.0,0.0,USR000027,Organic Search,CMP000010,Closed,,34,False
OPP001410,ACC000606,Cobalt Dynamics - CRM Cleanup,2025-06-10,2025-07-18,Prospecting,353097,0.1,35309.7,USR000014,Webinar,CMP000004,Best Case,Legal review,32,False
OPP001411,ACC000299,Meridian Health 25 - Reporting Build,2026-03-11,2026-04-24,Negotiation,5000,0.75,3750.0,USR000005,Organic Search,CMP000001,Pipeline,Executive follow-up,29,False
OPP001412,ACC000290,Vertex Health - Reporting Build,2026-05-28,2026-10-28,Prospecting,91112,0.1,9111.2,USR000023,Content Download,CMP000003,Best Case,Schedule discovery,7,False
OPP001413,ACC000149,Signal Cloud 71 - RevOps Retainer,2026-03-25,2026-05-13,Demo,38629,0.4,15451.6,USR000022,Partner,CMP000003,Pipeline,Schedule discovery,30,False
OPP001414,ACC000285,Signal Dynamics - Reporting Build,2025-10-11,2026-02-21,Discovery,26707,0.25,6676.75,USR000022,Event,CMP000006,Pipeline,Executive follow-up,29,False
OPP001415,ACC000283,Evergreen Group - Lead Routing,2025-02-08,2025-05-31,Closed Won,183529,1.0,183529.0,USR000023,Outbound,CMP000012,Closed,,27,False
OPP001416,ACC000390,Catalyst Works 6 - Lifecycle Redesign,2026-03-08,2026-07-15,Closed Won,195835,1.0,195835.0,USR000010,Outbound,CMP000024,Closed,,51,False
OPP001417,ACC000542,Cobalt Works 67 - Lead Routing,2025-07-21,2025-09-22,Proposal,131122,0.6,78673.2,USR000023,Outbound,CMP000026,Commit,No next step logged,41,True
OPP001418,ACC000412,Bright Dynamics 65 - Lead Routing,2026-05-05,2026-10-28,Negotiation,56977,0.75,42732.75,USR000018,Direct,CMP000019,Best Case,Schedule discovery,76,True
OPP001419,ACC000505,Atlas Health 62 - Reporting Build,2026-04-20,2026-08-08,Closed Won,22381,1.0,22381.0,USR000014,Referral,CMP000011,Closed,,16,False
OPP001420,ACC000189,Atlas Group - Lead Routing,2025-06-29,2025-09-03,Closed Lost,10595,0.0,0.0,USR000022,Webinar,CMP000032,Closed,,42,False
OPP001421,ACC000355,Cobalt Group - Reporting Build,2026-03-07,2026-06-04,Negotiation,14170,0.75,10627.5,USR000019,Organic Search,CMP000005,Pipeline,No next step logged,15,True
OPP001422,ACC000485,Nimbus Platform 85 - HubSpot-SFDC Integration,2025-02-28,2025-05-10,Closed Lost,33847,0.0,0.0,USR000014,Partner,CMP000027,Closed,,29,False
OPP001423,ACC000146,Bright Markets 38 - HubSpot-SFDC Integration,2026-01-19,2026-06-08,Closed Lost,149118,0.0,0.0,USR000007,Organic Search,CMP000015,Closed,,43,False
OPP001424,ACC000443,Vertex Health 3 - RevOps Retainer,2025-02-15,2025-05-04,Prospecting,26738,0.1,2673.8,USR000005,Outbound,CMP000032,Commit,Legal review,14,False
OPP001425,ACC000467,Ironwood Dynamics 22 - HubSpot-SFDC Integration,2025-11-22,2025-12-28,Discovery,21682,0.25,5420.5,USR000022,Direct,CMP000034,Pipeline,Legal review,41,False
OPP001426,ACC000626,Evergreen Analytics 66 - RevOps Retainer,2026-01-14,2026-06-10,Proposal,172601,0.6,103560.6,USR000007,Paid Search,,Pipeline,Schedule discovery,30,False
OPP001427,ACC000050,Clearpath Intelligence - Reporting Build,2025-12-23,2026-04-03,Discovery,171157,0.25,42789.25,USR000022,Organic Search,CMP000031,Best Case,Schedule discovery,29,False
OPP001428,ACC000386,Keystone Markets 55 - HubSpot-SFDC Integration,2025-03-24,2025-04-11,Demo,34999,0.4,13999.6,USR000022,Event,CMP000001,Best Case,Executive follow-up,43,False
OPP001429,ACC000393,Nova Works 39 - Lead Routing,2025-09-01,2025-12-01,Closed Won,5641,1.0,5641.0,USR000005,Direct,CMP000017,Closed,,8,False
OPP001430,ACC000101,Bright Labs 72 - Lifecycle Redesign,2026-04-06,2026-06-16,Closed Won,101317,1.0,101317.0,USR000019,Outbound,CMP000021,Closed,,39,False
OPP001431,ACC000117,Nova Health - Lead Routing,2025-09-13,2025-11-25,Closed Won,6749,1.0,6749.0,USR000005,Outbound,CMP000006,Closed,,20,False
OPP001432,ACC000248,Signal Health - CRM Cleanup,2025-01-17,2025-04-21,Closed Won,70926,1.0,70926.0,USR000005,LinkedIn,CMP000026,Closed,,63,False
OPP001433,ACC000453,Catalyst Solutions 70 - HubSpot-SFDC Integration,2025-08-28,2025-11-02,Prospecting,83760,0.1,8376.0,USR000014,Event,CMP000027,Best Case,Schedule discovery,49,True
OPP001434,ACC000329,Catalyst Software - CRM Cleanup,2025-11-29,2026-01-23,Proposal,11588,0.6,6952.8,USR000019,Partner,CMP000022,Best Case,Legal review,15,False
OPP001435,ACC000405,Apex Group 17 - Reporting Build,2025-02-04,2025-08-01,Closed Lost,88748,0.0,0.0,USR000021,Webinar,CMP000016,Closed,,73,False
OPP001436,ACC000628,Ironwood Health 35 - RevOps Retainer,2025-04-09,2025-05-22,Proposal,5000,0.6,3000.0,USR000010,LinkedIn,CMP000012,Best Case,Send proposal,19,False
OPP001437,ACC000151,Cobalt Cloud 98 - HubSpot-SFDC Integration,2025-08-21,2026-02-11,Discovery,89517,0.25,22379.25,USR000021,Paid Search,CMP000014,Best Case,Schedule discovery,21,False
OPP001438,ACC000623,Meridian Platform 77 - Reporting Build,2026-01-18,2026-02-21,Demo,12302,0.4,4920.8,USR000022,Paid Search,,Best Case,Send proposal,53,True
OPP001439,ACC000388,Northstar Data 74 - CRM Cleanup,2026-02-21,2026-04-17,Negotiation,18903,0.75,14177.25,USR000018,Referral,CMP000004,Pipeline,Schedule discovery,24,False
OPP001440,ACC000131,Bright Cloud 66 - CRM Cleanup,2026-06-10,2026-10-28,Demo,195092,0.4,78036.8,USR000019,Outbound,CMP000023,Pipeline,Legal review,6,False
OPP001441,ACC000190,Vertex Platform 70 - Lifecycle Redesign,2025-08-28,2025-12-08,Negotiation,70682,0.75,53011.5,USR000021,Event,CMP000033,Pipeline,No next step logged,22,True
OPP001442,ACC000564,Ironwood Intelligence 11 - HubSpot-SFDC Integration,2025-09-12,2025-10-23,Proposal,44429,0.6,26657.4,USR000010,Content Download,CMP000031,Pipeline,Schedule discovery,15,False
OPP001443,ACC000375,Apex Group - CRM Cleanup,2026-03-12,2026-06-21,Proposal,232437,0.6,139462.2,USR000022,Organic Search,CMP000004,Pipeline,Legal review,41,False
OPP001444,ACC000371,BluePeak Cloud - HubSpot-SFDC Integration,2025-10-15,2026-01-07,Closed Won,77880,1.0,77880.0,USR000007,Outbound,,Closed,,22,False
OPP001445,ACC000567,Pioneer Works 29 - Reporting Build,2026-02-04,2026-04-28,Demo,16622,0.4,6648.8,USR000021,Direct,CMP000002,Best Case,Executive follow-up,41,False
OPP001446,ACC000634,Ironwood Systems 99 - RevOps Retainer,2025-06-03,2025-10-11,Discovery,346321,0.25,86580.25,USR000010,Outbound,CMP000034,Best Case,Executive follow-up,21,False
OPP001447,ACC000021,Bright Health - RevOps Retainer,2025-11-14,2025-12-19,Prospecting,11257,0.1,1125.7,USR000007,Paid Search,CMP000027,Commit,Executive follow-up,37,False
OPP001448,ACC000407,Meridian Cloud - Reporting Build,2025-07-11,2025-11-21,Discovery,199519,0.25,49879.75,USR000027,Webinar,CMP000015,Pipeline,No next step logged,55,True
OPP001449,ACC000304,Evergreen Markets 98 - HubSpot-SFDC Integration,2026-02-18,2026-06-30,Discovery,109523,0.25,27380.75,USR000010,LinkedIn,CMP000011,Pipeline,Executive follow-up,11,False
OPP001450,ACC000089,Ironwood Data - HubSpot-SFDC Integration,2026-04-04,2026-07-15,Discovery,92755,0.25,23188.75,USR000019,Paid Search,CMP000032,Best Case,Technical scoping,17,False
OPP001451,ACC000090,Cobalt Solutions - CRM Cleanup,2026-02-14,2026-05-10,Closed Won,27877,1.0,27877.0,USR000023,Organic Search,CMP000021,Closed,,46,False
OPP001452,ACC000508,Signal Health 89 - Lifecycle Redesign,2025-12-17,2026-04-18,Closed Lost,59025,0.0,0.0,USR000009,Paid Search,CMP000035,Closed,,20,False
OPP001453,ACC000061,Nova Data 58 - Lifecycle Redesign,2025-03-20,2025-05-10,Proposal,7046,0.6,4227.6,USR000019,Outbound,CMP000024,Best Case,No next step logged,27,True
OPP001454,ACC000418,Vertex Group - Reporting Build,2025-12-01,2026-02-05,Closed Lost,13019,0.0,0.0,USR000019,Organic Search,CMP000035,Closed,,54,False
OPP001455,ACC000274,Evergreen Intelligence - RevOps Retainer,2025-09-13,2026-01-26,Closed Lost,83521,0.0,0.0,USR000011,Content Download,CMP000033,Closed,,13,False
OPP001456,ACC000286,Signal Markets 42 - CRM Cleanup,2025-09-04,2025-12-06,Proposal,15889,0.6,9533.4,USR000005,Outbound,CMP000009,Commit,Executive follow-up,47,True
OPP001457,ACC000644,Ironwood Cloud 82 - Lifecycle Redesign,2025-07-12,2025-08-21,Prospecting,20321,0.1,2032.1,USR000021,Direct,CMP000022,Commit,Executive follow-up,23,False
OPP001458,ACC000145,Pioneer Works - Reporting Build,2026-02-21,2026-04-20,Demo,140333,0.4,56133.2,USR000010,Outbound,CMP000033,Best Case,No next step logged,5,True
OPP001459,ACC000105,Summit Ops - Reporting Build,2026-02-23,2026-05-29,Demo,263133,0.4,105253.2,USR000027,Event,CMP000005,Best Case,Schedule discovery,17,False
OPP001460,ACC000146,Bright Markets 38 - RevOps Retainer,2025-03-21,2025-08-05,Discovery,154421,0.25,38605.25,USR000011,Paid Search,CMP000005,Best Case,Send proposal,72,True
OPP001461,ACC000541,Summit Markets 97 - CRM Cleanup,2025-02-13,2025-04-10,Proposal,14905,0.6,8943.0,USR000014,Referral,CMP000001,Pipeline,Legal review,57,True
OPP001462,ACC000428,Catalyst Labs 53 - RevOps Retainer,2025-04-07,2025-06-18,Prospecting,75233,0.1,7523.3,USR000021,Referral,CMP000024,Best Case,No next step logged,16,True
OPP001463,ACC000095,Cobalt Works - Lead Routing,2026-02-04,2026-05-01,Discovery,37547,0.25,9386.75,USR000023,Content Download,CMP000035,Best Case,Send proposal,18,False
OPP001464,ACC000598,BluePeak Platform 47 - Lead Routing,2026-05-08,2026-07-23,Discovery,111491,0.25,27872.75,USR000007,Event,CMP000005,Commit,Legal review,12,False
OPP001465,ACC000486,Vertex Platform 6 - Lifecycle Redesign,2025-07-05,2025-12-19,Closed Lost,168974,0.0,0.0,USR000005,Organic Search,CMP000029,Closed,,40,False
OPP001466,ACC000536,Nova Systems - HubSpot-SFDC Integration,2025-03-10,2025-06-30,Proposal,27472,0.6,16483.2,USR000014,Event,CMP000013,Commit,Technical scoping,35,False
OPP001467,ACC000138,Pioneer Intelligence - Reporting Build,2026-02-23,2026-03-10,Closed Lost,12159,0.0,0.0,USR000014,Referral,CMP000025,Closed,,35,False
OPP001468,ACC000303,Catalyst Dynamics 19 - Lead Routing,2025-04-03,2025-09-08,Closed Won,302152,1.0,302152.0,USR000023,Outbound,CMP000010,Closed,,84,False
OPP001469,ACC000303,Catalyst Dynamics 19 - RevOps Retainer,2026-01-11,2026-07-20,Closed Won,148242,1.0,148242.0,USR000018,Paid Search,CMP000013,Closed,,38,False
OPP001470,ACC000107,Signal Software 35 - Lead Routing,2026-01-11,2026-02-25,Closed Won,10118,1.0,10118.0,USR000022,Direct,CMP000012,Closed,,32,False
OPP001471,ACC000229,BluePeak Systems - CRM Cleanup,2026-01-29,2026-05-10,Discovery,39268,0.25,9817.0,USR000022,Referral,CMP000001,Commit,Legal review,29,False
OPP001472,ACC000370,Catalyst Dynamics 59 - Reporting Build,2025-01-11,2025-01-26,Closed Won,12449,1.0,12449.0,USR000007,Content Download,,Closed,,31,False
OPP001473,ACC000504,Catalyst Markets - Lead Routing,2025-06-22,2025-12-09,Discovery,154980,0.25,38745.0,USR000011,LinkedIn,CMP000012,Best Case,No next step logged,20,True
OPP001474,ACC000049,Summit Platform - RevOps Retainer,2025-11-07,2026-02-26,Closed Won,54154,1.0,54154.0,USR000009,LinkedIn,CMP000020,Closed,,89,False
OPP001475,ACC000393,Nova Works 39 - HubSpot-SFDC Integration,2025-10-23,2025-11-23,Demo,22825,0.4,9130.0,USR000009,Content Download,CMP000005,Best Case,Technical scoping,30,False
OPP001476,ACC000359,Clearpath Health 19 - RevOps Retainer,2025-09-13,2025-12-01,Prospecting,102148,0.1,10214.8,USR000027,Content Download,CMP000015,Pipeline,Schedule discovery,32,False
OPP001477,ACC000433,Catalyst Ops - Lifecycle Redesign,2025-04-26,2025-07-25,Demo,79418,0.4,31767.2,USR000021,LinkedIn,CMP000035,Pipeline,Schedule discovery,32,False
OPP001478,ACC000132,Summit Data - HubSpot-SFDC Integration,2025-05-02,2025-08-07,Prospecting,36360,0.1,3636.0,USR000014,Direct,CMP000030,Pipeline,Schedule discovery,40,False
